application_type,homeownership,interest_rate,loan_amount
individual,MORTGAGE,11.98,25000
joint,MORTGAGE,7.35,22000
joint,MORTGAGE,12.62,15000
individual,RENT,14.07,20000
individual,RENT,17.47,24000
individual,MORTGAGE,6.07,12000
joint,MORTGAGE,19.03,16000
joint,MORTGAGE,9.43,16000
individual,MORTGAGE,13.59,6000
individual,RENT,7.96,10000
joint,MORTGAGE,12.62,20000
individual,MORTGAGE,7.96,13500
individual,RENT,15.04,6000
joint,MORTGAGE,11.98,18550
individual,MORTGAGE,23.88,16000
individual,OWN,18.06,20000
individual,MORTGAGE,21.45,30000
individual,MORTGAGE,10.9,31700
individual,RENT,14.08,11200
individual,RENT,16.02,12000
individual,RENT,7.35,17000
individual,RENT,6.08,11000
individual,RENT,20.0,9000
individual,RENT,9.43,19000
individual,MORTGAGE,17.47,8000
individual,MORTGAGE,9.43,26500
joint,RENT,26.77,25000
individual,MORTGAGE,7.97,14000
individual,MORTGAGE,15.05,5000
joint,OWN,15.04,2100
individual,MORTGAGE,11.99,10000
individual,MORTGAGE,9.93,33600
individual,MORTGAGE,6.72,14400
individual,MORTGAGE,9.44,10000
individual,OWN,6.08,5000
individual,RENT,19.03,3000
individual,RENT,14.07,4800
individual,MORTGAGE,10.91,22400
individual,MORTGAGE,15.04,35000
individual,RENT,7.97,10000
individual,RENT,14.08,9600
individual,MORTGAGE,10.91,14000
individual,OWN,10.91,6000
individual,MORTGAGE,9.43,6000
individual,MORTGAGE,9.92,12000
individual,RENT,10.91,4200
individual,RENT,21.45,25000
individual,RENT,13.59,16000
individual,RENT,6.71,5000
individual,RENT,6.71,36000
individual,OWN,9.93,16000
joint,MORTGAGE,9.92,22400
individual,MORTGAGE,11.98,13000
individual,OWN,21.45,15000
joint,MORTGAGE,9.93,40000
individual,RENT,10.42,17000
individual,MORTGAGE,29.69,35000
individual,RENT,6.08,10000
joint,RENT,18.06,16000
individual,MORTGAGE,9.92,20000
individual,RENT,10.91,15000
individual,RENT,10.91,12600
individual,RENT,15.04,10000
individual,MORTGAGE,7.96,1200
joint,RENT,5.31,13000
joint,MORTGAGE,19.42,24000
individual,OWN,10.42,16000
individual,OWN,13.59,6000
individual,OWN,15.05,14450
joint,OWN,13.58,1600
individual,MORTGAGE,9.43,40000
individual,MORTGAGE,5.32,8000
individual,RENT,9.93,5000
individual,MORTGAGE,11.98,31000
individual,RENT,17.47,12000
individual,RENT,12.62,17000
individual,MORTGAGE,10.42,18000
joint,MORTGAGE,9.43,25000
individual,RENT,10.9,25000
individual,MORTGAGE,16.02,20000
individual,RENT,7.97,12000
individual,MORTGAGE,7.35,24000
individual,RENT,15.05,30000
individual,MORTGAGE,11.99,25000
individual,MORTGAGE,10.41,40000
individual,RENT,9.93,10000
individual,RENT,7.35,16000
individual,MORTGAGE,7.34,25000
individual,MORTGAGE,7.96,36000
individual,RENT,13.58,9600
individual,MORTGAGE,6.07,6000
individual,RENT,14.07,20000
individual,RENT,6.07,15000
individual,RENT,9.93,15000
individual,MORTGAGE,12.61,7000
individual,RENT,5.32,6000
joint,RENT,21.85,5000
individual,MORTGAGE,16.01,8000
individual,MORTGAGE,15.04,16000
individual,MORTGAGE,5.31,5000
individual,MORTGAGE,7.97,40000
individual,RENT,12.62,25000
joint,RENT,15.04,10000
joint,RENT,21.85,3000
individual,MORTGAGE,9.43,28000
individual,MORTGAGE,9.44,10000
individual,MORTGAGE,6.07,7000
individual,MORTGAGE,7.96,14975
individual,OWN,20.0,10000
individual,MORTGAGE,10.42,2200
individual,MORTGAGE,19.42,30000
individual,OWN,7.35,38400
individual,OWN,11.98,40000
individual,MORTGAGE,13.58,40000
individual,OWN,20.39,12800
individual,MORTGAGE,9.43,7000
individual,MORTGAGE,7.35,20000
individual,RENT,15.04,20175
individual,MORTGAGE,12.62,25000
individual,RENT,5.32,35000
individual,RENT,9.92,5000
individual,RENT,6.07,3000
individual,OWN,20.0,20000
individual,RENT,10.41,35000
individual,RENT,6.07,35000
individual,MORTGAGE,11.99,4000
individual,MORTGAGE,7.96,12000
joint,MORTGAGE,10.91,12000
individual,RENT,15.05,15000
individual,RENT,10.42,10000
individual,RENT,7.97,24000
individual,RENT,10.41,20000
individual,RENT,9.93,3000
individual,MORTGAGE,9.93,15000
individual,RENT,7.35,10000
joint,RENT,18.06,2200
individual,RENT,6.08,18000
joint,MORTGAGE,6.07,25000
individual,MORTGAGE,6.71,30000
individual,OWN,9.92,12000
individual,OWN,14.08,5000
individual,RENT,10.42,2400
individual,RENT,18.06,8000
joint,MORTGAGE,26.3,9550
individual,RENT,15.05,3000
joint,MORTGAGE,15.05,40000
individual,RENT,10.91,8000
individual,OWN,7.97,35000
individual,RENT,7.96,35000
joint,MORTGAGE,7.97,9000
individual,RENT,5.32,22000
joint,MORTGAGE,14.08,26000
individual,MORTGAGE,7.97,4000
individual,RENT,21.85,1000
individual,MORTGAGE,13.59,25000
individual,RENT,9.92,20000
individual,OWN,18.45,14000
individual,MORTGAGE,20.0,35000
individual,RENT,5.32,10000
individual,RENT,13.59,5000
individual,MORTGAGE,6.72,25000
individual,MORTGAGE,15.05,10000
individual,RENT,10.42,21000
individual,RENT,7.97,12000
individual,MORTGAGE,7.34,40000
individual,RENT,15.05,5000
individual,MORTGAGE,19.03,6000
individual,RENT,20.39,3600
individual,RENT,9.92,24000
individual,OWN,16.02,30000
joint,MORTGAGE,16.01,30000
individual,MORTGAGE,24.85,30000
joint,MORTGAGE,24.84,30000
individual,RENT,13.59,15000
joint,MORTGAGE,13.58,20000
individual,MORTGAGE,6.08,10000
individual,RENT,7.35,11000
individual,MORTGAGE,7.35,40000
individual,RENT,13.58,3500
individual,RENT,9.44,10000
individual,OWN,17.09,14400
individual,OWN,12.62,10000
individual,MORTGAGE,12.61,16000
individual,RENT,7.34,14400
individual,RENT,19.03,10000
individual,MORTGAGE,6.71,14500
individual,MORTGAGE,6.08,10000
individual,OWN,10.42,15000
individual,MORTGAGE,9.92,21000
individual,RENT,19.42,5000
individual,RENT,14.07,40000
joint,MORTGAGE,7.35,40000
individual,MORTGAGE,18.45,8500
individual,MORTGAGE,6.08,20000
individual,RENT,12.62,13000
joint,RENT,15.04,5400
joint,MORTGAGE,7.35,12000
individual,MORTGAGE,6.07,22000
individual,MORTGAGE,6.72,3600
individual,OWN,5.32,8000
individual,RENT,26.3,24000
individual,MORTGAGE,7.35,35000
joint,RENT,10.9,16000
individual,MORTGAGE,9.93,24000
individual,MORTGAGE,15.05,3000
individual,MORTGAGE,6.07,20000
individual,MORTGAGE,5.32,20000
individual,MORTGAGE,18.06,10000
individual,MORTGAGE,26.3,22100
individual,OWN,14.07,15000
joint,MORTGAGE,19.03,40000
joint,RENT,15.05,18000
individual,RENT,6.72,1200
individual,MORTGAGE,14.08,35000
individual,MORTGAGE,11.99,6000
individual,MORTGAGE,5.31,10000
individual,RENT,23.87,20000
individual,OWN,9.43,20000
individual,MORTGAGE,6.72,25000
individual,RENT,19.03,35000
individual,MORTGAGE,11.99,6000
individual,RENT,21.45,20000
individual,MORTGAGE,6.08,16000
individual,OWN,11.98,35000
individual,MORTGAGE,9.43,10000
individual,MORTGAGE,5.32,40000
joint,RENT,10.9,3000
joint,MORTGAGE,7.34,1800
individual,MORTGAGE,10.9,6000
individual,RENT,6.72,9000
individual,MORTGAGE,10.42,19600
individual,RENT,10.9,3000
joint,OWN,17.47,36000
individual,RENT,16.01,7200
individual,RENT,11.99,5000
individual,MORTGAGE,26.3,12000
individual,OWN,9.44,18000
joint,MORTGAGE,10.42,30000
individual,RENT,11.98,22000
individual,MORTGAGE,7.96,8000
individual,RENT,11.98,7000
individual,MORTGAGE,5.32,25000
joint,MORTGAGE,6.72,35000
joint,OWN,9.44,13500
individual,MORTGAGE,6.07,20000
individual,RENT,21.45,5000
individual,MORTGAGE,12.62,30000
individual,RENT,13.58,16000
individual,OWN,25.82,10500
joint,MORTGAGE,5.31,3350
individual,MORTGAGE,15.04,40000
individual,RENT,6.08,10000
individual,MORTGAGE,10.42,40000
joint,OWN,6.72,18000
individual,MORTGAGE,16.02,25000
individual,RENT,22.9,24000
individual,MORTGAGE,15.04,15000
individual,RENT,10.41,10000
individual,MORTGAGE,9.93,1000
individual,MORTGAGE,15.05,27000
individual,MORTGAGE,16.02,16000
individual,RENT,26.77,25000
individual,MORTGAGE,12.62,10000
individual,MORTGAGE,13.58,33400
individual,OWN,9.44,36000
joint,RENT,10.42,11500
individual,MORTGAGE,10.9,15000
individual,RENT,11.99,5000
individual,RENT,9.44,20000
individual,MORTGAGE,9.93,6000
joint,MORTGAGE,14.08,21600
individual,RENT,11.98,10000
joint,OWN,11.99,40000
individual,MORTGAGE,16.02,8400
individual,OWN,9.43,28000
individual,MORTGAGE,5.31,18000
individual,MORTGAGE,9.93,10000
individual,OWN,15.05,25000
individual,MORTGAGE,9.43,7000
individual,MORTGAGE,16.02,7500
individual,MORTGAGE,15.04,21000
joint,RENT,9.93,2600
individual,MORTGAGE,14.08,8000
individual,MORTGAGE,7.35,22000
individual,MORTGAGE,5.32,9000
individual,MORTGAGE,20.0,17650
individual,RENT,10.42,1800
individual,MORTGAGE,6.08,8000
individual,RENT,5.32,10000
individual,MORTGAGE,9.92,10000
joint,MORTGAGE,14.07,25000
joint,OWN,9.93,40000
individual,MORTGAGE,6.72,30000
individual,RENT,15.04,15000
individual,RENT,9.44,9800
individual,MORTGAGE,10.91,21000
individual,RENT,9.93,25000
individual,MORTGAGE,13.59,5000
individual,MORTGAGE,7.96,3000
individual,MORTGAGE,16.01,11200
individual,RENT,10.42,7000
individual,MORTGAGE,9.92,21000
individual,MORTGAGE,9.93,29600
joint,RENT,17.09,10000
individual,MORTGAGE,7.35,6000
individual,RENT,16.02,20000
individual,MORTGAGE,13.59,10000
individual,RENT,15.05,16000
individual,MORTGAGE,17.09,20000
individual,MORTGAGE,7.97,20000
individual,RENT,6.71,10000
individual,MORTGAGE,15.04,17600
individual,MORTGAGE,15.05,38400
joint,RENT,30.75,20000
individual,RENT,19.03,2500
individual,MORTGAGE,10.9,35000
individual,RENT,13.59,8000
individual,MORTGAGE,9.92,28000
joint,MORTGAGE,9.93,25000
individual,MORTGAGE,11.99,12000
joint,RENT,9.44,36000
individual,RENT,12.61,10800
individual,MORTGAGE,7.97,20000
individual,MORTGAGE,10.9,12800
individual,MORTGAGE,11.99,8725
individual,MORTGAGE,10.42,20000
joint,RENT,18.45,5400
individual,MORTGAGE,12.61,12800
individual,RENT,7.96,24000
individual,OWN,6.71,1700
individual,OWN,17.47,25000
joint,MORTGAGE,9.93,40000
individual,RENT,13.58,4000
individual,MORTGAGE,6.71,25000
individual,MORTGAGE,19.03,10000
individual,RENT,19.42,32400
individual,MORTGAGE,5.32,21000
individual,RENT,26.3,12000
individual,OWN,11.98,16000
individual,MORTGAGE,9.93,3000
individual,MORTGAGE,5.32,25000
individual,MORTGAGE,11.99,10000
individual,MORTGAGE,11.99,19350
individual,MORTGAGE,21.45,22425
individual,OWN,12.61,5600
individual,RENT,7.96,10000
individual,RENT,11.98,12000
individual,MORTGAGE,9.44,20000
joint,OWN,6.71,40000
individual,MORTGAGE,9.44,40000
individual,RENT,9.93,36000
joint,OWN,5.32,30000
individual,MORTGAGE,9.93,32000
individual,RENT,5.32,5150
individual,MORTGAGE,13.59,35000
individual,OWN,15.05,10000
individual,MORTGAGE,6.72,10200
joint,OWN,9.92,3500
individual,RENT,7.35,20000
individual,RENT,12.62,40000
individual,OWN,7.96,15000
individual,MORTGAGE,12.61,8000
individual,RENT,10.42,21000
individual,RENT,24.85,25000
individual,OWN,21.45,25000
joint,RENT,16.02,28000
individual,MORTGAGE,5.32,7500
joint,MORTGAGE,15.05,35000
individual,MORTGAGE,16.01,10000
individual,OWN,17.47,10000
joint,RENT,7.96,10000
individual,RENT,13.58,35000
individual,RENT,6.72,25000
individual,MORTGAGE,6.07,1800
individual,MORTGAGE,6.08,8000
individual,RENT,14.08,12000
individual,MORTGAGE,12.62,12975
individual,OWN,7.97,6500
individual,RENT,19.03,28000
individual,OWN,10.41,4500
individual,MORTGAGE,9.44,4550
individual,MORTGAGE,5.31,10000
individual,MORTGAGE,19.03,2700
individual,MORTGAGE,18.45,15000
individual,RENT,20.0,20850
individual,OWN,6.08,7500
individual,RENT,7.97,10000
individual,RENT,6.72,5000
individual,MORTGAGE,15.05,5000
individual,RENT,13.58,9000
individual,MORTGAGE,13.59,15000
individual,MORTGAGE,6.07,3700
individual,MORTGAGE,21.85,18000
joint,MORTGAGE,9.93,24000
individual,OWN,21.85,30000
individual,MORTGAGE,17.47,12000
individual,MORTGAGE,12.62,20000
individual,RENT,6.71,7800
individual,MORTGAGE,11.99,12000
individual,RENT,19.42,13000
individual,MORTGAGE,9.92,40000
joint,RENT,7.34,16000
individual,RENT,12.61,16000
individual,MORTGAGE,13.59,35000
individual,RENT,17.09,16000
individual,MORTGAGE,7.97,40000
joint,RENT,19.42,15000
joint,MORTGAGE,16.01,27600
individual,RENT,9.44,20000
individual,MORTGAGE,21.45,4000
joint,MORTGAGE,14.08,38000
individual,RENT,15.04,19000
individual,RENT,16.01,13000
joint,RENT,9.43,8500
individual,MORTGAGE,14.08,10000
individual,MORTGAGE,10.9,16000
individual,MORTGAGE,7.96,5600
individual,MORTGAGE,6.08,15000
individual,RENT,7.97,15000
individual,OWN,9.92,10000
individual,MORTGAGE,15.04,32400
individual,RENT,14.08,20000
individual,RENT,6.71,3500
individual,RENT,10.42,2500
individual,RENT,13.59,16000
individual,MORTGAGE,13.59,21600
individual,RENT,20.0,5000
individual,RENT,9.44,2100
individual,RENT,6.72,15000
individual,MORTGAGE,11.99,21000
individual,RENT,13.59,10000
individual,OWN,11.99,20000
individual,OWN,13.59,28000
individual,MORTGAGE,10.91,7000
individual,RENT,21.45,15000
individual,RENT,6.08,6000
individual,OWN,5.32,12000
individual,MORTGAGE,18.06,5000
individual,RENT,21.85,20000
individual,RENT,23.87,30000
individual,OWN,5.31,21000
individual,MORTGAGE,6.71,18000
individual,RENT,19.42,10000
individual,RENT,7.97,15000
individual,RENT,7.97,20000
individual,MORTGAGE,16.02,19500
individual,RENT,18.06,22000
individual,MORTGAGE,5.31,12000
individual,RENT,10.91,3000
individual,OWN,15.04,8000
joint,RENT,13.58,17600
joint,MORTGAGE,20.39,10000
individual,RENT,18.06,5000
individual,RENT,19.03,15000
individual,RENT,25.81,30000
individual,RENT,15.04,25050
individual,MORTGAGE,7.96,7500
individual,OWN,11.98,11200
joint,MORTGAGE,5.32,12800
individual,OWN,16.01,20000
individual,MORTGAGE,9.92,21000
joint,MORTGAGE,18.45,10000
individual,RENT,16.02,11200
individual,RENT,7.97,12600
individual,OWN,13.59,6000
individual,MORTGAGE,16.01,12000
individual,MORTGAGE,9.44,16000
individual,MORTGAGE,11.99,5125
joint,MORTGAGE,12.61,26000
joint,MORTGAGE,14.07,15600
individual,MORTGAGE,10.91,13000
individual,RENT,7.96,5600
individual,MORTGAGE,7.97,10000
individual,RENT,18.06,20200
individual,MORTGAGE,10.91,10000
individual,RENT,21.85,2000
joint,OWN,11.99,34650
individual,RENT,10.91,18000
individual,RENT,15.05,12000
individual,RENT,6.72,3000
individual,MORTGAGE,9.93,14900
individual,OWN,9.43,9000
individual,RENT,13.58,5000
joint,RENT,10.9,15000
individual,MORTGAGE,12.62,9000
individual,RENT,9.92,5000
individual,MORTGAGE,11.98,14000
individual,RENT,15.05,4800
individual,RENT,7.97,16000
individual,RENT,18.45,16000
individual,RENT,15.04,10000
joint,MORTGAGE,13.59,7500
individual,OWN,12.62,36000
individual,MORTGAGE,9.44,40000
individual,MORTGAGE,19.03,10000
individual,OWN,6.71,15000
joint,RENT,28.72,11000
individual,MORTGAGE,7.96,3000
joint,MORTGAGE,10.91,6500
individual,MORTGAGE,21.85,9000
individual,RENT,9.93,16000
individual,MORTGAGE,9.93,10000
individual,MORTGAGE,6.07,12000
individual,RENT,12.61,16000
individual,MORTGAGE,18.45,12000
individual,MORTGAGE,14.07,8500
individual,MORTGAGE,6.07,5000
individual,RENT,16.01,20000
individual,MORTGAGE,6.72,36000
individual,OWN,7.35,3000
individual,RENT,9.92,10000
individual,MORTGAGE,12.62,7500
individual,RENT,16.02,20000
joint,RENT,11.99,6000
individual,OWN,13.59,7000
individual,MORTGAGE,9.43,3000
individual,RENT,6.08,7000
individual,MORTGAGE,11.98,15000
joint,OWN,9.44,5000
joint,MORTGAGE,7.97,15000
joint,RENT,10.42,6600
individual,MORTGAGE,7.97,30000
individual,RENT,12.62,15000
individual,MORTGAGE,11.99,10000
individual,RENT,13.59,10000
individual,OWN,21.45,17000
individual,MORTGAGE,7.34,10800
individual,OWN,18.06,1000
individual,RENT,7.34,36000
individual,RENT,9.92,40000
joint,MORTGAGE,16.01,20000
individual,MORTGAGE,10.9,2000
individual,MORTGAGE,9.44,25000
individual,RENT,25.82,30000
individual,RENT,20.39,16000
joint,RENT,7.97,12000
individual,RENT,10.91,1800
individual,RENT,10.41,12000
individual,MORTGAGE,10.42,10000
individual,MORTGAGE,26.3,25000
individual,MORTGAGE,7.96,40000
individual,RENT,15.04,12000
individual,MORTGAGE,19.42,14000
joint,MORTGAGE,6.08,30000
individual,MORTGAGE,7.34,25000
joint,OWN,18.06,6000
individual,MORTGAGE,5.32,2500
individual,MORTGAGE,11.99,35000
individual,MORTGAGE,5.31,15000
individual,MORTGAGE,7.35,6000
individual,RENT,11.99,11200
individual,MORTGAGE,9.44,36000
individual,MORTGAGE,21.45,10000
joint,MORTGAGE,6.08,40000
joint,MORTGAGE,12.62,10000
individual,MORTGAGE,11.99,30000
individual,RENT,7.97,20000
joint,MORTGAGE,10.42,32000
individual,RENT,10.9,10000
joint,MORTGAGE,10.9,30000
individual,RENT,15.05,5000
individual,MORTGAGE,16.02,20000
individual,RENT,9.93,16000
joint,MORTGAGE,9.43,25000
joint,MORTGAGE,14.07,12000
individual,OWN,6.07,21000
individual,RENT,19.03,28000
individual,RENT,21.45,24000
individual,RENT,10.91,30000
individual,RENT,9.44,10000
individual,RENT,17.09,13800
individual,RENT,18.45,18000
individual,RENT,6.72,12000
joint,RENT,16.02,24000
joint,MORTGAGE,7.97,11500
individual,OWN,17.09,25200
individual,MORTGAGE,5.32,10000
individual,MORTGAGE,16.02,3000
individual,MORTGAGE,9.92,8000
individual,RENT,6.07,12000
individual,RENT,11.98,5200
individual,RENT,16.01,10000
individual,OWN,18.06,12000
individual,OWN,6.71,4800
individual,MORTGAGE,20.0,3200
individual,RENT,12.62,10000
individual,RENT,12.61,30000
individual,OWN,12.62,10000
individual,MORTGAGE,15.04,40000
individual,RENT,5.32,17000
individual,RENT,7.97,10000
joint,MORTGAGE,14.07,16000
individual,RENT,18.06,4000
individual,RENT,10.91,7000
individual,MORTGAGE,17.09,14000
joint,MORTGAGE,11.99,40000
individual,OWN,21.45,29400
individual,RENT,17.09,20000
individual,MORTGAGE,6.08,7000
individual,RENT,10.42,14000
individual,MORTGAGE,23.88,10000
individual,OWN,6.08,4000
individual,RENT,24.84,6000
individual,MORTGAGE,6.07,23000
individual,RENT,9.44,3600
individual,MORTGAGE,6.08,40000
individual,RENT,19.03,2400
joint,MORTGAGE,30.17,28000
individual,RENT,14.07,6500
individual,OWN,6.71,18000
individual,RENT,15.05,3000
individual,RENT,21.85,20000
individual,MORTGAGE,7.97,2200
individual,MORTGAGE,6.72,20000
individual,RENT,6.07,25000
individual,MORTGAGE,9.93,7200
individual,MORTGAGE,17.47,12950
joint,RENT,20.39,15000
individual,MORTGAGE,6.72,9050
individual,MORTGAGE,9.92,6400
individual,MORTGAGE,14.07,20000
individual,MORTGAGE,9.93,30000
individual,MORTGAGE,5.32,10000
individual,MORTGAGE,5.31,40000
individual,OWN,6.08,14000
individual,MORTGAGE,11.98,5000
individual,MORTGAGE,11.99,12000
individual,MORTGAGE,9.43,2400
individual,MORTGAGE,14.08,6000
individual,MORTGAGE,5.31,39200
individual,MORTGAGE,21.85,20000
individual,OWN,14.07,1000
individual,MORTGAGE,6.72,10000
individual,RENT,17.09,12000
individual,MORTGAGE,21.45,20000
individual,RENT,11.98,20000
individual,MORTGAGE,9.43,15000
individual,RENT,26.3,12000
individual,RENT,21.45,25600
individual,MORTGAGE,9.43,29000
individual,RENT,16.01,11000
individual,RENT,14.08,17500
individual,OWN,7.97,25000
individual,OWN,9.93,33000
individual,MORTGAGE,5.31,30000
individual,MORTGAGE,16.01,17000
joint,MORTGAGE,15.04,30000
individual,RENT,18.45,30000
joint,MORTGAGE,6.72,32175
joint,MORTGAGE,7.96,20000
joint,MORTGAGE,10.9,15000
individual,MORTGAGE,7.96,16000
individual,RENT,6.07,20000
joint,MORTGAGE,15.05,20000
individual,RENT,5.31,40000
individual,MORTGAGE,15.04,40000
joint,MORTGAGE,11.99,27000
individual,MORTGAGE,7.35,10000
individual,RENT,13.59,5000
joint,RENT,15.04,20000
individual,OWN,9.43,7800
individual,MORTGAGE,7.35,8000
individual,MORTGAGE,13.58,17600
individual,MORTGAGE,11.99,6400
individual,MORTGAGE,7.35,35000
individual,OWN,20.39,14000
joint,RENT,10.91,5000
individual,MORTGAGE,17.09,28000
individual,RENT,10.42,10000
individual,RENT,9.44,14000
individual,OWN,6.71,5000
individual,RENT,10.91,15000
joint,RENT,12.62,37000
individual,OWN,6.72,3500
joint,OWN,24.84,10000
individual,MORTGAGE,10.41,34425
individual,MORTGAGE,9.92,6000
individual,MORTGAGE,13.59,15600
individual,RENT,15.04,7000
individual,OWN,5.31,3100
individual,RENT,9.44,8400
individual,MORTGAGE,18.06,3025
joint,RENT,11.99,4000
individual,RENT,9.43,9000
individual,RENT,6.07,8400
joint,MORTGAGE,13.59,32000
individual,RENT,17.47,7550
individual,MORTGAGE,7.35,8000
individual,RENT,7.35,16000
joint,MORTGAGE,11.99,35200
individual,MORTGAGE,10.9,25000
joint,MORTGAGE,19.03,30000
individual,MORTGAGE,7.35,10000
individual,OWN,10.42,10000
individual,MORTGAGE,14.08,25000
individual,OWN,12.62,8000
individual,MORTGAGE,9.43,3200
individual,OWN,16.02,14850
individual,MORTGAGE,11.99,12000
individual,MORTGAGE,10.42,10000
individual,RENT,6.71,6000
individual,RENT,6.08,9800
individual,RENT,12.62,4500
individual,MORTGAGE,10.42,40000
individual,MORTGAGE,10.41,9000
individual,MORTGAGE,5.31,39000
individual,MORTGAGE,11.98,8400
individual,MORTGAGE,6.72,5100
individual,MORTGAGE,26.77,10000
individual,RENT,10.42,8000
individual,RENT,9.43,24000
individual,RENT,11.99,20000
